"","V1","V2","V3","V4","V5","V6","V7","V8"
"295",0,0.0824824824431993,0.219554439463303,0.436048967702701,0.602028515319888,0.755788933544403,0.801668789089821,1
"228",0,0.577475240899194,0.810496340019857,0.921600218052847,0.958330677769224,0.979188786921941,0.98398776560013,1
"64",0,0.659494003243481,0.858375335496006,0.943369642611476,0.9702305300623,0.98522385973916,0.988647310770875,1
"127",0,0.744480567197395,0.901162566030128,0.961626578940052,0.980011329153958,0.990128699161844,0.992424496718278,1
"291",0,0.324472495435262,0.600494959135593,0.805115670588766,0.889899709690456,0.942973489087189,0.955746141090133,1
"55",0,0.370265323993932,0.647881997697321,0.834904619195462,0.908206597017512,0.952922404325763,0.963552851693576,1
"155",0,0.0390626188405385,0.112853229978879,0.259057991597791,0.406191275178488,0.583235984643612,0.64636512175024,1
"304",0,0.391131929121853,0.667802826429005,0.846747566560158,0.915324589408492,0.956738139992022,0.966537224391389,1
"215",0,0.571733118929011,0.806861848307492,0.919885961785208,0.957382414818666,0.97870464137271,0.983613393674889,1
"78",0,0.449949335775143,0.719088661401047,0.875555363609028,0.932272622314395,0.965707674959383,0.97353130996047,1
"379",0,0.680143688980698,0.869353335535789,0.948157240618344,0.972812720996721,0.986523599764231,0.98964908068454,1
"313",0,0.238504636607297,0.494981576645187,0.729280958736458,0.840521693426291,0.915127997427187,0.933698900480669,1
"167",0,0.159692165187055,0.372922541883997,0.620425008673594,0.761784846593608,0.867415130096608,0.895230878288756,1
"6",0,0.468513073961226,0.733940183373403,0.883475114672139,0.93684321164657,0.968099105532638,0.975391049999415,1
"274",0,0.767382273260518,0.911687015077376,0.965955901636334,0.982304636431939,0.991271575337636,0.993303368534839,1
"332",0,0.546529271350638,0.790423178772779,0.912018202641173,0.95300895895568,0.976465503733772,0.981880839862669,1
"37",0,0.641210660518637,0.848314686867583,0.938917114611811,0.967817877177977,0.984006303622456,0.98770832812342,1
"283",0,0.590145768956869,0.818376847595587,0.925286378867455,0.960364137727558,0.98022537591119,0.984789034704879,1
"275",0,0.430362597455125,0.702754464363147,0.86663185312368,0.92707738779791,0.962975320763789,0.97140387062221,1
"22",0,0.433036147741381,0.705025824894625,0.867886382108317,0.927810697281838,0.963361907085147,0.971705037645547,1
"256",0,0.688134205993177,0.87349625205333,0.949945100281798,0.973773825585589,0.987006481428765,0.990021104022991,1
"79",0,0.747620073762058,0.902628745482272,0.962233409519864,0.980333372411206,0.990289353702514,0.992548068567615,1
"20",0,0.0563293227824307,0.157394822756713,0.339238589769061,0.501112042023979,0.672662724916748,0.72855050401021,1
"260",0,0.515865887242455,0.769289880490959,0.901620186889507,0.947174787206284,0.973462484314577,0.979554352935382,1
"69",0,0.653956434148067,0.855362781638773,0.94204296442276,0.969512784991375,0.984861965269133,0.988368272917813,1
"42",0,0.444281020549118,0.714433607808385,0.873035357718644,0.930810381106306,0.964940152928892,0.972933986788483,1
"133",0,0.682595536662344,0.870630678178164,0.948709567916251,0.973109821042033,0.986672921224458,0.989764130453886,1
"343",0,0.271834019124035,0.538792780562948,0.76251821966972,0.862673244546682,0.927806798801142,0.943773896656852,1
"368",0,0.115342644959066,0.289775997295922,0.528613621742576,0.686910950664314,0.817801341424783,0.85427721696939,1
"327",0,0.631151610182774,0.842637047050366,0.936376412402879,0.966436311030491,0.983307714129055,0.987169331097235,1
"52",0,0.642540612908719,0.849057666144221,0.939248090110227,0.967997592433862,0.984097102981105,0.987778371399585,1
"398",0,0.852465630169845,0.947593386237362,0.980274967283335,0.989819836977418,0.994997919568164,0.996165653662429,1
"188",0,0.356239223971257,0.633925890203482,0.82637461047465,0.90302398920391,0.950125787491703,0.961362125254592,1
"237",0,0.0177193978321536,0.0534338667548209,0.134313735056132,0.232864473053795,0.383102089248441,0.447846835850646,1
"336",0,0.835117555889728,0.940652328021073,0.977559956311446,0.988403067243167,0.994297630207008,0.995628128314231,1
"47",0,0.151115544458901,0.357769723202901,0.60491679119042,0.749722314714185,0.85971642220438,0.888940530421132,1
"202",0,0.686571475260911,0.872690513209009,0.949598190035267,0.973587470789158,0.986912889963515,0.989949005565562,1
"90",0,0.750438559111901,0.903938577246996,0.962774510342903,0.980620368934495,0.990432479803775,0.992658150081764,1
"179",0,0.506131539070062,0.76230317936564,0.89811013625503,0.945191257352289,0.972437305399591,0.978759375896311,1
"206",0,0.212243631867857,0.45744493205409,0.698553416078771,0.819291713481687,0.902679768556161,0.923747517938974,1
"198",0,0.0325159436921761,0.0951643923636528,0.224245348201957,0.361246467733454,0.536397156489003,0.601776919795299,1
